property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
62161,-37.826142,145.222361,6 Sylvia Grove,RINGWOOD,MACEDON RANGES,19901,1.16594,32,1,1,1,1,0
83941,-37.85011,145.000127,37 Murray Street,PRAHRAN,BOROONDARA,19947,0.6394,12,1,12,3,2,1
54040,-37.815866,145.03885,11 Salisbury Grove,HAWTHORN,YARRA,19904,0.65853,12,1,15,8,5,3
21182,-37.756406,144.962109,4 Cameron Street,BRUNSWICK,MARIBYRNONG,19966,0.21533,21,1,22,7,5,3
9218,-37.857122,144.716701,1 Cuthbert Avenue,TRUGANINA,CENTRAL GOLDFIELDS,46468,3.05158,Not available,0,0,0,0,0
83663,-37.849141,144.999608,20 Clarke Street,PRAHRAN,BOROONDARA,19947,0.55332,12,1,12,3,2,1
18690,-37.693692,144.916473,32 Electric Street,BROADMEADOWS,WODONGA,20031,0.16929,30,1,3,0,0,0
21015,-37.775875,144.959656,307 Barkly Street,BRUNSWICK,MARIBYRNONG,19969,0.12883,15,1,22,7,5,3
53969,-37.817522,145.043737,1 Wright Street,HAWTHORN,YARRA,19903,0.57356,14,1,15,8,5,3
95834,-37.927658,145.036097,46 Railway Crescent,BENTLEIGH,HOBSONS BAY,19938,0.28465,32,1,20,15,15,10
40863,-37.697033,145.053722,56 Settlement Road,BUNDOORA,WODONGA,19984,3.06872,42,1,3,0,0,0
7211,-37.735611,144.828247,13 Cook Avenue,KEALBA,BASS COAST,20002,2.68724,28,1,0,0,0,0
52452,-37.819366,145.000683,16/1 Lyndhurst St,RICHMOND,EAST GIPPSLAND,19907,0.84517,Not available,0,1,0,0,0
91901,-37.978676,145.05394,1 Collins Street,MENTONE,WEST WIMMERA,19865,1.04704,43,1,0,0,0,0
12798,-37.704831,144.750006,26 Timele Drive,HILLSIDE,GREATER DANDENONG,20000,2.16864,34,1,36,10,6,3
81783,-38.000781,145.251561,14 Ferguson Court,EUMEMMERRING,PYRENEES,19885,2.47318,50,1,0,0,0,0
34261,-37.714794,145.005312,20 Ralph Street,RESERVOIR,EAST GIPPSLAND,20010,0.27597,40,1,1,0,0,0
43697,-37.703105,145.076761,3 Nina Court,WATSONIA,MANNINGHAM,19984,1.07133,42,1,11,7,4,2
10942,-37.794537,144.918483,89 The Crescent,KENSINGTON,SOUTH GIPPSLAND,20026,0.82864,Not available,0,2,0,0,0
96036,-37.926362,145.047814,6 Montreal Street,BENTLEIGH,HOBSONS BAY,19938,1.09227,32,1,20,15,15,10
56330,-37.857932,145.109135,2 Maiden Court,BURWOOD,MARIBYRNONG,19840,1.76372,Not available,0,22,7,5,3
6110,-37.783882,144.822489,12 Sydney Street,ALBION,MOIRA,20004,0.72027,23,1,0,0,0,0
34965,-37.720257,144.988571,43 Kia Ora Road,RESERVOIR,EAST GIPPSLAND,20011,1.54459,37,1,1,0,0,0
12368,-37.702362,144.752916,15 Mark Drive,HILLSIDE,GREATER DANDENONG,20000,1.87788,34,1,36,10,6,3
76057,-37.918879,145.110635,3 Vivian Crt,OAKLEIGH SOUTH,MURRINDINDI,19915,1.08306,31,1,0,0,0,0
29814,-37.776123,145.008379,26 Oxford Street,NORTHCOTE,MURRINDINDI,19929,0.34132,24,1,0,0,0,0
69943,-37.865434,145.108582,32 Lavidge Road,ASHWOOD,DAREBIN,19840,0.96022,Not available,0,41,22,15,8
17144,-37.701735,144.910756,38 Anselm Grove,GLENROY,WYNDHAM,20032,0.64914,28,1,99,45,34,20
94381,-37.960515,145.082663,40 Baltusrol Cct,HEATHERTON,SOUTH GIPPSLAND,19866,2.55937,40,1,2,0,0,0
15703,-37.740181,144.888229,34 Shaw Street,NIDDRIE,MANSFIELD,20036,2.98365,19,1,0,0,0,0
26475,-37.576272,144.910536,30 Powell Street,CRAIGIEBURN,YARRA RANGES,40221,4.05575,41,1,5,3,2,1
34827,-37.726707,145.032092,38 Summerhill Road,RESERVOIR,EAST GIPPSLAND,20010,2.46544,40,1,1,0,0,0
12702,-37.7224,144.774829,22 Milne Court,DELAHEY,BULOKE,20001,1.83254,31,1,0,0,0,0
94222,-38.074961,145.12899,6 Millicent Avenue,CARRUM,QUEENSCLIFFE,19858,0.57593,58,1,0,0,0,0
70259,-37.860783,145.090665,67 Baker Parade,ASHBURTON,DAREBIN,19848,0.82974,27,1,41,22,15,8
1420,-37.795972,144.907042,78 Beevers Street,FOOTSCRAY,WHITTLESEA,20025,0.66177,10,1,152,72,45,23
71530,-37.856834,145.233826,4 Nottingham Sqaure,WANTIRNA,CENTRAL GOLDFIELDS,19871,3.31108,37,1,0,0,0,0
28495,-37.803452,144.989391,135 Rupert Street,COLLINGWOOD,MOONEE VALLEY,19976,0.40157,17,1,41,18,12,6
22944,-37.738609,144.951972,52 Soudan Street,COBURG,MOONEE VALLEY,19965,1.08339,23,1,41,18,12,6
32884,-37.74365,145.001426,5 Mary Street,PRESTON,BOROONDARA,20013,0.24046,33,1,12,3,2,1
39068,-37.773338,145.048508,9 Locksley Road,IVANHOE,BASS COAST,19933,0.56394,30,1,0,0,0,0
50208,-37.77626,145.085649,38 Sandra Street,BULLEEN,MARIBYRNONG,19935,3.06389,34,1,22,7,5,3
26155,-37.575138,144.912747,25 Viewside Crescent,CRAIGIEBURN,YARRA RANGES,40221,4.01158,41,1,5,3,2,1
12987,-37.711417,144.774609,33 Blackwood Way,DELAHEY,BULOKE,20000,1.14588,34,1,0,0,0,0
54271,-37.815529,145.029947,22 Hawthorn Grove,HAWTHORN,YARRA,19904,0.87337,12,1,15,8,5,3
23226,-37.744045,144.95755,88 Munro Street,COBURG,MOONEE VALLEY,19965,0.54336,23,1,41,18,12,6
32859,-37.740034,144.984624,5  James Street,PRESTON,BOROONDARA,20012,1.40766,35,1,12,3,2,1
10997,-37.788097,144.8974,1 Bracken Avenue,MARIBYRNONG,BAW BAW,20027,0.90186,Not available,0,3,0,0,0
52133,-37.828822,145.011023,11 Gibdon Street.,BURNLEY,STRATHBOGIE,19906,0.3357,8,1,0,0,0,0
75154,-37.90276,145.068546,40 Dalny Road,MURRUMBEENA,MOIRA,19918,1.18601,24,1,0,0,0,0
16987,-37.71062,144.918907,3 Currajong Street,GLENROY,WYNDHAM,20032,0.69331,28,1,99,45,34,20
14530,-37.752423,144.923137,49 Hoddle Street,ESSENDON,NILLUMBIK,20036,0.61172,19,1,4,2,1,1
73868,-37.854359,145.271576,6 Murene Court,BORONIA,TOWONG,19869,1.31433,44,1,0,0,0,0
24687,-37.68902,144.963619,20 Roebourne Crescent,CAMPBELLFIELD,STRATHBOGIE,19961,1.36337,30,1,0,0,0,0
92693,-37.997864,145.094322,130 Chute Street,MORDIALLOC,PORT PHILLIP,19863,1.13294,48,1,25,9,5,3
62035,-37.79413,145.250368,5 Abbey Court,RINGWOOD,MACEDON RANGES,19879,1.98574,38,1,1,1,1,0
91633,-37.978428,145.047632,4 Wall Street,BEAUMARIS,TOWONG,19866,1.44512,40,1,0,0,0,0
25940,-37.576617,144.935737,21 Canisby Way,CRAIGIEBURN,YARRA RANGES,40221,2.88383,41,1,5,3,2,1
81175,-37.986626,145.207641,32 Hutton Street,DANDENONG,CARDINIA,19888,0.41453,46,1,25,10,5,3
49953,-37.773186,145.096243,160 Thompsons Road,BULLEEN,MARIBYRNONG,19935,3.60667,34,1,22,7,5,3
80712,-37.98242,145.20147,104 Hemmings Street,DANDENONG,CARDINIA,19889,0.98232,42,1,25,10,5,3
52318,-37.811955,145.008049,14 Davison Street,RICHMOND,EAST GIPPSLAND,19977,1.37836,15,1,1,0,0,0
48855,-37.804305,145.087018,1 Alandale Avenue,BALWYN,HOBSONS BAY,19894,2.23034,22,1,20,15,15,10
23386,-37.612931,144.912492,12 Kalorama Street,GREENVALE,HORSHAM,40221,2.98692,41,1,0,0,0,0
38461,-37.774891,145.024332,88 Perry Street,FAIRFIELD,NILLUMBIK,19931,0.72322,28,1,4,2,1,1
3179,-37.814609,144.867679,24 Sanderson Street,YARRAVILLE,MITCHELL,20022,1.75959,17,1,14,5,3,1
30247,-37.770738,145.005203,59 Derby Street,NORTHCOTE,MURRINDINDI,20016,0.87879,28,1,0,0,0,0
65821,-37.771831,145.322548,16 Daymar Drive,MOOROOLBARK,WEST WIMMERA,19877,1.69251,46,1,0,0,0,0
27275,-37.586176,144.925559,55 Creekwood Drive,CRAIGIEBURN,YARRA RANGES,40221,2.34214,41,1,5,3,2,1
91201,-37.987425,145.046207,12 Lileura Avenue,BEAUMARIS,TOWONG,19865,1.7748,43,1,0,0,0,0
25774,-37.588628,144.901155,199 Central Park Avenue,CRAIGIEBURN,YARRA RANGES,40221,3.99833,41,1,5,3,2,1
65873,-37.759812,145.322718,17 Partridge Way,MOOROOLBARK,WEST WIMMERA,19876,2.25087,51,1,0,0,0,0
50881,-37.781668,145.139148,166 Church Road,DONCASTER,MORELAND,19897,4.35601,27,1,111,55,48,25
26007,-37.594404,144.935424,22 Spurr Street,CRAIGIEBURN,YARRA RANGES,40221,1.07979,41,1,5,3,2,1
16944,-37.697105,144.933859,27 View Street,GLENROY,WYNDHAM,20031,1.60136,30,1,99,45,34,20
83911,-37.853481,144.995283,35 Earl Street,WINDSOR,MAROONDAH,19957,0.40431,Not available,0,23,4,2,1
66186,-37.777334,145.324824,3 Landara Court,MOOROOLBARK,WEST WIMMERA,19877,1.36953,46,1,0,0,0,0
18419,-37.690529,144.931695,20 Housden Street,BROADMEADOWS,WODONGA,20030,1.3513,32,1,3,0,0,0
15025,-37.741591,144.930598,15 Talbot Road,STRATHMORE,KNOX,20035,0.36474,21,1,23,5,3,2
23743,-37.63653,144.890585,649 Somerton Road,GREENVALE,HORSHAM,40220,3.95535,37,1,0,0,0,0
29947,-37.768368,145.009492,33 Oamaru Street,NORTHCOTE,MURRINDINDI,20015,1.19296,29,1,0,0,0,0
47298,-37.718879,145.159692,51 Malabar Crescent,ELTHAM,FRANKSTON,19987,1.20186,52,1,3,3,2,1
86648,-37.900288,144.989459,360 St Kilda Street,BRIGHTON,HUME,19952,1.2631,Not available,0,332,227,156,80
85906,-37.902031,144.997696,1 St James Mews,BRIGHTON,HUME,19952,0.53574,Not available,0,332,227,156,80
66058,-37.780313,145.323948,24 Croydondale Drive,MOOROOLBARK,WEST WIMMERA,19877,1.12943,46,1,0,0,0,0
94663,-37.922422,145.037265,116 Brewer Road,BENTLEIGH,HOBSONS BAY,19938,0.34206,32,1,20,15,15,10
60821,-37.833531,145.184498,54 Betula Avenue,VERMONT,CENTRAL GOLDFIELDS,19899,1.66865,28,1,0,0,0,0
40688,-37.708208,145.067335,47 Bendoran Crescent,BUNDOORA,WODONGA,19984,1.48139,42,1,3,0,0,0
52393,-37.819855,145.002335,15 Mary Street,RICHMOND,EAST GIPPSLAND,19907,0.86342,Not available,0,1,0,0,0
79162,-37.940911,145.159793,5 Mein Street,SPRINGVALE,GREATER BENDIGO,19913,1.10719,36,1,0,0,0,0
74800,-37.888004,145.062105,21 Hewitts Road,CARNEGIE,MELBOURNE,19920,0.36697,20,1,23,12,8,5
79775,-37.984616,145.185886,17 Orloff Street,KEYSBOROUGH,KINGSTON,19889,0.86766,42,1,13,4,2,1
78515,-37.944469,145.160339,10 Flynn Street,SPRINGVALE,GREATER BENDIGO,19913,0.82476,36,1,0,0,0,0
40807,-37.714444,145.052834,5 Trudi Court,BUNDOORA,WODONGA,19983,1.92889,39,1,3,0,0,0
12635,-37.704785,144.749016,20 Marner Avenue,HILLSIDE,GREATER DANDENONG,20000,2.25338,34,1,36,10,6,3
87630,-37.933266,145.013538,32 Kingston Street,HAMPTON,WYNDHAM,19949,1.18212,Not available,0,99,45,34,20
40543,-37.693796,145.052776,4 Dealing Court,BUNDOORA,WODONGA,19984,3.33355,42,1,3,0,0,0
72914,-37.863678,145.293032,13 Ethel Street,BORONIA,TOWONG,19869,0.84051,44,1,0,0,0,0
62993,-37.827153,145.25598,5 Valdale Court,HEATHMONT,HORSHAM,19871,1.0129,37,1,0,0,0,0
91851,-37.983862,145.040755,88 Scott Street,BEAUMARIS,TOWONG,19865,2.1533,43,1,0,0,0,0
75441,-37.899349,145.052632,74A Oakleigh Road,CARNEGIE,MELBOURNE,19941,1.22168,27,1,23,12,8,5
23634,-37.642474,144.897925,4 Newcastle Court,GREENVALE,HORSHAM,44817,3.22503,35,1,0,0,0,0
94207,-38.075998,145.125259,45B Valetta Street,CARRUM,QUEENSCLIFFE,19858,0.27767,58,1,0,0,0,0
52857,-37.812366,145.003907,27 Jubilee Place,RICHMOND,EAST GIPPSLAND,19977,1.02679,15,1,1,0,0,0
35725,-37.7173,145.01944,9 Cuthbert Road,RESERVOIR,EAST GIPPSLAND,20010,1.09674,40,1,1,0,0,0
84668,-37.877045,144.990845,15 Byron Street,ELWOOD,MORELAND,19955,0.40617,Not available,0,111,55,48,25
43237,-37.722785,145.105142,6 Kinta Close,YALLAMBIE,MAROONDAH,19986,1.66543,48,1,23,4,2,1
5418,-37.78073,144.852253,1/29 Howden Crescent,BRAYBROOK,HUME,20021,1.91324,20,1,332,227,156,80
74501,-37.88887,145.045425,108 Grange Road,CARNEGIE,MELBOURNE,19942,0.2968,24,1,23,12,8,5
27877,-37.596972,144.930313,9 Alma Street,CRAIGIEBURN,YARRA RANGES,40221,1.26764,41,1,5,3,2,1
17086,-37.701589,144.923026,34 Cromwell Street,GLENROY,WYNDHAM,20032,0.60753,28,1,99,45,34,20
57411,-37.829086,145.073349,8 Carinda Road,CANTERBURY,MELBOURNE,19852,0.42251,19,1,23,12,8,5
30477,-37.76505,145.00316,9 Cleveland Street,NORTHCOTE,MURRINDINDI,20015,0.54742,29,1,0,0,0,0
83999,-37.855493,145.004384,40 Packington Street,PRAHRAN,BOROONDARA,19946,0.98833,14,1,12,3,2,1
31350,-37.757339,145.004542,57 Rossmoyne Street,THORNBURY,LATROBE,20014,0.5839,31,1,2,2,1,0
54845,-37.846641,145.082201,1/233 Highfield Road,CAMBERWELL,MELBOURNE,19849,0.56771,25,1,23,12,8,5
6022,-37.780855,144.838755,10 Rawson Avenue,SUNSHINE,KNOX,20021,0.99922,20,1,23,5,3,2
72863,-37.863637,145.279217,11 Tulip Crescent,BORONIA,TOWONG,19869,0.57621,44,1,0,0,0,0
44439,-37.685231,145.104324,18 Hamish Court,GREENSBOROUGH,GLEN EIRA,19985,2.11266,46,1,15,4,2,1
10541,-37.792946,144.933502,41 Robertson Street,KENSINGTON,SOUTH GIPPSLAND,19972,0.27666,9,1,2,0,0,0
9031,-37.884682,144.758729,3 William Leake Avenue,SEABROOK,MACEDON RANGES,46468,1.92443,Not available,0,1,1,1,0
25840,-37.597332,144.911148,2 Ravenwoods Way,CRAIGIEBURN,YARRA RANGES,40221,2.88104,41,1,5,3,2,1
29882,-37.773548,145.015457,3 Main Street,NORTHCOTE,MURRINDINDI,19930,0.63879,26,1,0,0,0,0
49822,-37.78098,145.10077,10 Amberley Court,BULLEEN,MARIBYRNONG,19896,4.30019,25,1,22,7,5,3
87013,-37.912499,144.99887,7 Baker Street,BRIGHTON,HUME,19951,0.37019,Not available,0,332,227,156,80
53281,-37.824404,145.00641,42 Canterbury Street,RICHMOND,EAST GIPPSLAND,19906,0.36548,8,1,1,0,0,0
44113,-37.705958,145.111035,11 Bicton Street,GREENSBOROUGH,GLEN EIRA,19985,0.33171,46,1,15,4,2,1
12138,-37.713031,144.772449,10 Yellowgum Road,DELAHEY,BULOKE,20000,1.33367,34,1,0,0,0,0
46853,-37.708365,145.161218,21 Beard Street,ELTHAM,FRANKSTON,19987,1.31331,52,1,3,3,2,1
57665,-37.811405,145.142396,15 Kerr Street,BLACKBURN,GREATER GEELONG,19897,1.05419,27,1,1,2,2,1
84935,-37.878018,144.984324,4 Goldsmith Street,ELWOOD,MORELAND,19955,0.98723,Not available,0,111,55,48,25
74779,-37.899606,145.048733,2/8 Kooringa Road,CARNEGIE,MELBOURNE,19941,0.89597,27,1,23,12,8,5
48857,-37.815868,145.064316,1 Barnsbury Road,DEEPDENE,BULOKE,19892,1.16689,18,1,0,0,0,0
11400,-37.783046,144.886393,34 Mitchell Street,MARIBYRNONG,BAW BAW,20027,1.92123,Not available,0,3,0,0,0
29618,-37.766296,145.000854,19 Hunter Street,NORTHCOTE,MURRINDINDI,20015,0.41406,29,1,0,0,0,0
42768,-37.716651,145.063353,105 Springthorpe Boulevard,MACLEOD,WANGARATTA,19983,1.16011,39,1,0,0,0,0
95559,-37.906842,145.028818,33 Capitol Avenue,MCKINNON,HORSHAM,19940,0.91779,28,1,0,0,0,0
82820,-37.904028,145.273788,51 Victoria Knox Avenue,ROWVILLE,BALLARAT,19868,3.11991,46,1,2,1,1,0
47103,-37.712547,145.137552,37 Meruka Drive,ELTHAM,FRANKSTON,19987,0.91125,52,1,3,3,2,1
37692,-37.638161,145.057068,7 Dicello Rise,EPPING,FRANKSTON,45795,1.50674,54,1,3,3,2,1
39686,-37.682793,145.049866,14 Satin Street,BUNDOORA,WODONGA,20007,3.14703,46,1,3,0,0,0
39039,-37.762284,145.045443,81 Ivanhoe Parade,IVANHOE,BASS COAST,19933,0.73611,30,1,0,0,0,0
4770,-37.857961,144.818183,1 Merritt Court,ALTONA,BRIMBANK,19925,0.90148,Not available,0,77,36,21,12
15790,-37.735376,144.881162,53 Hotham Road,NIDDRIE,MANSFIELD,20036,3.74105,19,1,0,0,0,0
18436,-37.68898,144.926041,205 Widford Street,BROADMEADOWS,WODONGA,20030,0.86975,32,1,3,0,0,0
28574,-37.802315,144.984896,24/125 Oxford Street,COLLINGWOOD,MOONEE VALLEY,19976,0.81665,17,1,41,18,12,6
7976,-37.748644,144.779363,1 Millstream Circuit,CAIRNLEA,YARRA RANGES,20002,1.86898,28,1,5,3,2,1
85076,-37.877564,144.987447,7 Clarke Street,ELWOOD,MORELAND,19955,0.70888,Not available,0,111,55,48,25
4401,-37.846448,144.872959,38 Challis Street,NEWPORT,MANSFIELD,19994,1.02342,Not available,0,0,0,0,0
73424,-37.857086,145.282113,29 Iris Crescent,BORONIA,TOWONG,19869,0.42457,44,1,0,0,0,0
91543,-37.986376,145.044907,30 Cromer Road,BEAUMARIS,TOWONG,19865,1.84704,43,1,0,0,0,0
60668,-37.845637,145.187777,3 Kooroora Court,VERMONT,CENTRAL GOLDFIELDS,19899,3.00816,28,1,0,0,0,0
8475,-37.759832,144.789633,4 Highcroft Place,CAIRNLEA,YARRA RANGES,20003,1.77381,26,1,5,3,2,1
14218,-37.747261,144.909023,2A KING STREET,ESSENDON,NILLUMBIK,20036,1.04884,19,1,4,2,1,1
22331,-37.746542,144.959008,23 Berry Street,COBURG,MOONEE VALLEY,19965,0.60285,23,1,41,18,12,6
84825,-37.873259,144.981524,28 Dickens Street,ELWOOD,MORELAND,19956,1.134,Not available,0,111,55,48,25
2092,-37.787339,144.875652,28a Thomson Street,MAIDSTONE,BAW BAW,20022,1.73428,17,1,3,0,0,0
63895,-37.797239,145.293697,20 Henty Court,CROYDON,CARDINIA,19878,1.16957,42,1,25,10,5,3
85612,-37.875507,144.992691,4 Maryville Street,RIPPONLEA,WANGARATTA,19955,0.22804,Not available,0,0,0,0,0
30066,-37.773045,145.003992,40a Andrew Street,NORTHCOTE,MURRINDINDI,19929,0.7793,24,1,0,0,0,0
7513,-37.746147,144.761139,47 Tarlee Drive,ALBANVALE,HEPBURN,20002,3.42808,28,1,-1,0,0,0
71771,-37.852065,145.229022,7 Prenton Court,WANTIRNA,CENTRAL GOLDFIELDS,19871,2.97489,37,1,0,0,0,0
2153,-37.788894,144.880364,31 Norfolk Street,MAIDSTONE,BAW BAW,20023,1.50236,15,1,3,0,0,0
54987,-37.849493,145.083521,1256 Toorak Road,CAMBERWELL,MELBOURNE,19849,0.35086,25,1,23,12,8,5
63575,-37.776719,145.294866,15 Drewett Circuit,CROYDON,CARDINIA,19877,1.78309,46,1,25,10,5,3
21332,-37.760882,144.954313,50 Hanover Street,BRUNSWICK,MARIBYRNONG,19967,0.56211,18,1,22,7,5,3
81824,-37.99057,145.248612,151 Doveton Avenue,DOVETON,HINDMARSH,19888,3.41221,46,1,0,0,0,0
95539,-37.914304,145.045651,32 Lindsay Street,BENTLEIGH,HOBSONS BAY,19940,0.78401,28,1,20,15,15,10
71928,-37.84975,145.272994,1/2 Percival Street,BAYSWATER,INDIGO,19870,0.98962,41,1,-1,0,0,0
57920,-37.829606,145.144628,27 Sheehans Road,BLACKBURN,GREATER GEELONG,19897,1.04132,27,1,1,2,2,1
55868,-37.833076,145.070027,654 Riversdale Road,CAMBERWELL,MELBOURNE,19852,0.17803,19,1,23,12,8,5
48540,-37.800159,145.036362,52 Eglinton Street,KEW,SOUTH GIPPSLAND,19904,2.37188,12,1,2,0,0,0
67901,-37.849445,145.015333,17B Clendon Road,TOORAK,MANNINGHAM,19946,0.19379,14,1,11,7,4,2
70926,-37.875246,145.096118,9 Vision Street,CHADSTONE,MELTON,19839,0.48852,Not available,0,87,30,19,10
53999,-37.83054,145.032089,10 Hollingsworth Avenue,HAWTHORN,YARRA,19909,0.95,Not available,0,15,8,5,3
16895,-37.700471,144.920452,25 Churchill Street,GLENROY,WYNDHAM,20032,0.5346,28,1,99,45,34,20
20318,-37.762764,144.956696,10 Ford Street,BRUNSWICK,MARIBYRNONG,19967,0.38974,18,1,22,7,5,3
78735,-37.958908,145.154837,18 Vardon Street,SPRINGVALE,GREATER BENDIGO,19891,0.75049,38,1,0,0,0,0
7480,-37.746582,144.766279,4 Witchwood Close,ALBANVALE,HEPBURN,20002,2.97881,28,1,-1,0,0,0
51609,-37.778263,145.118301,7 Cason Street,DONCASTER,MORELAND,20042,4.56768,22,1,111,55,48,25
79693,-37.987553,145.170293,15 Chesney Street,KEYSBOROUGH,KINGSTON,19889,2.13691,42,1,13,4,2,1
69136,-37.848177,145.03166,4 Moorakyne Avenue,MALVERN,BAW BAW,19911,0.89531,Not available,0,3,0,0,0
62515,-37.830814,145.245256,118 Heathmont Road,HEATHMONT,HORSHAM,19871,0.28413,37,1,0,0,0,0
69539,-37.864776,145.079643,13 Ward Street,ASHBURTON,DAREBIN,19848,0.34652,27,1,41,22,15,8
70296,-37.873543,145.074236,72 Nicholas Street,ASHBURTON,DAREBIN,19838,0.56854,Not available,0,41,22,15,8
95601,-37.914212,145.048482,34A Windsor Avenue,MCKINNON,HORSHAM,19940,0.99427,28,1,0,0,0,0
75374,-37.898254,145.073044,66 Kangaroo Road,MURRUMBEENA,MOIRA,19918,0.55104,24,1,0,0,0,0
36441,-37.660833,144.993402,4 Kavanagh Street,LALOR,KINGSTON,20006,2.16962,48,1,13,4,2,1
2428,-37.807886,144.882109,65 Empress Avenue,KINGSVILLE,ALPINE,20023,0.73325,15,1,0,0,0,0
49037,-37.810448,145.075409,15 Austin Street,BALWYN,HOBSONS BAY,19893,1.64416,20,1,20,15,15,10
94493,-37.927991,145.040649,1/1 Fromer Street,BENTLEIGH,HOBSONS BAY,19938,0.55396,32,1,20,15,15,10
21022,-37.757054,144.958097,31 Fifth Avenue,BRUNSWICK,MARIBYRNONG,19966,0.43512,21,1,22,7,5,3
84116,-37.852,145.00879,5 Woodfull Street,PRAHRAN,BOROONDARA,19946,0.47016,14,1,12,3,2,1
70262,-37.867271,145.068919,69 Albion Road,ASHBURTON,DAREBIN,19837,0.55703,Not available,0,41,22,15,8
82149,-37.98517,145.241527,38 Waratah Street,DOVETON,HINDMARSH,19888,2.84074,46,1,0,0,0,0
73508,-37.867811,145.277358,3/47 Hazelwood Road,BORONIA,TOWONG,19869,1.0259,44,1,0,0,0,0
66590,-37.788807,145.324127,62 Cardigan Road,MOOROOLBARK,WEST WIMMERA,19877,1.12605,46,1,0,0,0,0
78516,-37.938486,145.150688,10 Glendale Road,SPRINGVALE,GREATER BENDIGO,19914,1.04081,33,1,0,0,0,0
8670,-37.754678,144.750331,8 Perkins Grove,BURNSIDE,MOYNE,20002,4.51056,28,1,0,0,0,0
19015,-37.682384,144.929992,55 Waranga Crescent,BROADMEADOWS,WODONGA,20030,0.91734,32,1,3,0,0,0
74555,-37.902181,145.05612,123 Leila Road,CARNEGIE,MELBOURNE,19941,1.45439,27,1,23,12,8,5
23526,-37.644267,144.901847,25 Linlithgow Way,GREENVALE,HORSHAM,44817,2.83244,35,1,0,0,0,0
79299,-37.95354,145.143344,66 St James Ave,SPRINGVALE,GREATER BENDIGO,19913,0.99426,36,1,0,0,0,0
18193,-37.676413,144.938585,14 Pyalong Crescent,DALLAS,MOORABOOL,19960,1.35643,34,1,7,2,1,0
39275,-37.694946,145.067596,1 Flinders Crt,BUNDOORA,WODONGA,19984,2.28294,42,1,3,0,0,0
4043,-37.846858,144.876363,10 Jack Street,NEWPORT,MANSFIELD,19994,0.78557,Not available,0,0,0,0,0
73994,-37.856925,145.269669,8 Browning Road,BORONIA,TOWONG,19869,1.35164,44,1,0,0,0,0
88049,-37.938766,145.051943,10 Fletcher Street,MOORABBIN,MANSFIELD,19872,1.39203,37,1,0,0,0,0
35445,-37.71294,145.020798,69 Lane Crescent,RESERVOIR,EAST GIPPSLAND,20009,1.14108,41,1,1,0,0,0
17967,-37.692281,144.911347,10 Bates Court,JACANA,ALPINE,20031,0.50793,30,1,0,0,0,0
64214,-37.798199,145.292267,3/18-20 Hull Road,CROYDON,CARDINIA,19878,1.07148,42,1,25,10,5,3
18103,-37.674199,144.9225,1211 PASCOE VALE ROAD,BROADMEADOWS,WODONGA,20030,1.01748,32,1,3,0,0,0
88910,-37.947311,145.026874,49 Wilson Street,HIGHETT,GREATER DANDENONG,19872,1.32236,37,1,36,10,6,3
45671,-37.678468,145.121072,3 Plenty Heights Court,PLENTY,NILLUMBIK,19985,3.05368,46,1,4,2,1,1
95222,-37.930424,145.036346,23 Barry Street,BENTLEIGH,HOBSONS BAY,19937,0.43878,34,1,20,15,15,10
25007,-37.603439,144.922989,10 Heytesbury Crescent,CRAIGIEBURN,YARRA RANGES,40221,1.80215,41,1,5,3,2,1
65546,-37.775295,145.318878,1 Parry Drive,MOOROOLBARK,WEST WIMMERA,19877,1.19668,46,1,0,0,0,0
36322,-37.660517,144.992283,24 Flanagan Street,LALOR,KINGSTON,20006,2.27398,48,1,13,4,2,1
73245,-37.84383,145.304886,20 Tolhurst Avenue,BORONIA,TOWONG,19869,2.58273,44,1,0,0,0,0
40364,-37.689055,145.059671,30 Tasman Drive,BUNDOORA,WODONGA,19984,3.23399,42,1,3,0,0,0
44004,-37.716511,145.101504,1/185 Elder Street,GREENSBOROUGH,GLEN EIRA,19985,1.51872,46,1,15,4,2,1
56351,-37.851682,145.118571,2/6 Havelock Street,BURWOOD,MARIBYRNONG,19840,2.50581,Not available,0,22,7,5,3
81086,-37.983015,145.218493,27A King Street,DANDENONG,CARDINIA,19888,1.09122,46,1,25,10,5,3
33199,-37.746489,144.989018,8 Ivy Street,PRESTON,BOROONDARA,20013,0.98572,33,1,12,3,2,1
28152,-37.801875,144.975326,19 King William Street,FITZROY,NILLUMBIK,19843,1.04363,2,1,4,2,1,1
92726,-38.022339,145.107693,14 Tarongo Drive,ASPENDALE,YARRIAMBIACK,19862,0.72906,51,1,0,0,0,0
8296,-37.75504,144.787516,23 Meadowview Way,CAIRNLEA,YARRA RANGES,20002,1.58145,28,1,5,3,2,1
28669,-37.795958,144.989415,61 Mater Street,COLLINGWOOD,MOONEE VALLEY,19975,0.56845,18,1,41,18,12,6
40253,-37.677888,145.055446,285 McKimmies Road,BUNDOORA,WODONGA,45795,3.35708,54,1,3,0,0,0
47854,-37.805518,145.02273,13 Dunlop Avenue,KEW,SOUTH GIPPSLAND,19905,1.81542,10,1,2,0,0,0
