property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
19720,-37.673759,144.908325,38 Erinbank Cresent,WESTMEADOWS,LODDON,20030,1.43472,32,1,0,0,0,0
38891,-37.758149,145.032243,40 Liberty Parade,IVANHOE,BASS COAST,19933,1.66646,30,1,0,0,0,0
42086,-37.745424,145.073058,32 Kathleen Street,ROSANNA,EAST GIPPSLAND,19936,0.67162,36,1,1,0,0,0
86253,-37.913965,144.988002,18 Victoria Street,BRIGHTON,HUME,19951,0.7402,Not available,0,332,227,156,80
10361,-37.785478,144.929001,3 Finsbury Street,FLEMINGTON,WHITTLESEA,20040,0.20591,10,1,152,72,45,23
86014,-37.896957,145.00168,111 Martin Street,BRIGHTON,HUME,19953,0.22053,Not available,0,332,227,156,80
76673,-37.920254,145.128256,2/7 Lantana Street,CLAYTON,HINDMARSH,19915,0.83832,31,1,0,0,0,0
20467,-37.762775,144.958067,13 Osborne Street,BRUNSWICK,MARIBYRNONG,19967,0.28664,18,1,22,7,5,3
28460,-37.797011,144.991316,115 Hotham Street,COLLINGWOOD,MOONEE VALLEY,19975,0.36493,18,1,41,18,12,6
69245,-37.861416,145.032181,62 Edsall Street,MALVERN,BAW BAW,19944,0.59526,18,1,3,0,0,0
51941,-37.806977,145.214211,47 Glenvale Road,DONVALE,CASEY,19901,1.33261,32,1,69,23,14,7
13483,-37.695491,144.748046,8 Goodenia Place,HILLSIDE,GREATER DANDENONG,20000,2.38591,34,1,36,10,6,3
68060,-37.837784,145.011153,31 Grange Road,TOORAK,MANNINGHAM,19909,1.06723,Not available,0,11,7,4,2
63977,-37.808259,145.28557,23 FREDERICK STREET,CROYDON,CARDINIA,19878,1.49281,42,1,25,10,5,3
31730,-37.749598,145.014764,11 Mihil Street,PRESTON,BOROONDARA,20013,1.36211,33,1,12,3,2,1
22309,-37.746898,144.964944,22 Brown Street,COBURG,MOONEE VALLEY,19965,0.52621,23,1,41,18,12,6
44222,-37.708634,145.097056,126 Nell Street,GREENSBOROUGH,GLEN EIRA,19985,1.11483,46,1,15,4,2,1
23602,-37.648833,144.901559,36 Aberdeen Avenue,GREENVALE,HORSHAM,44817,2.54872,35,1,0,0,0,0
63815,-37.792835,145.291426,2 Lindisfarne Avenue,CROYDON,CARDINIA,19878,0.99557,42,1,25,10,5,3
80297,-37.999213,145.168926,48 Dahlia Crescent,KEYSBOROUGH,KINGSTON,19889,3.06598,42,1,13,4,2,1
7554,-37.735274,144.825625,55 Driscolls Road,KEALBA,BASS COAST,20002,2.49146,28,1,0,0,0,0
91118,-37.972904,145.036312,1 McDonald Street,BEAUMARIS,TOWONG,19866,1.74598,40,1,0,0,0,0
75955,-37.900649,145.080554,2-2a Darling Street,HUGHESDALE,BASS COAST,19917,0.68178,26,1,0,0,0,0
35320,-37.711826,145.012421,6 Orange Ave,RESERVOIR,EAST GIPPSLAND,20009,0.50663,41,1,1,0,0,0
12835,-37.721802,144.77208,28 Poltava Walk,DELAHEY,BULOKE,20001,2.08071,31,1,0,0,0,0
52031,-37.814761,144.990963,1 Jika Place,RICHMOND,EAST GIPPSLAND,19978,0.04553,14,1,1,0,0,0
53491,-37.813773,145.007719,56 Davison Street,RICHMOND,EAST GIPPSLAND,19977,1.39011,15,1,1,0,0,0
56494,-37.847485,145.096504,277 Warrigal Road,BURWOOD,MARIBYRNONG,19849,1.47725,25,1,22,7,5,3
32590,-37.733573,144.987318,31 Benambra Street,PRESTON,BOROONDARA,20012,1.29369,35,1,12,3,2,1
30950,-37.754967,144.985103,212 Harold Street,THORNBURY,LATROBE,20014,1.18542,31,1,2,2,1,0
38020,-37.770012,145.024638,159 Perry Street,FAIRFIELD,NILLUMBIK,19931,1.09977,28,1,4,2,1,1
48687,-37.801498,145.027934,7 Molesworth Street,KEW,SOUTH GIPPSLAND,19905,2.30578,10,1,2,0,0,0
82814,-37.909597,145.251462,50 Bexsarm Crescent,ROWVILLE,BALLARAT,19868,4.94382,46,1,2,1,1,0
94875,-37.915528,145.036034,16 Blair Street,BENTLEIGH,HOBSONS BAY,19939,0.22737,30,1,20,15,15,10
40945,-37.694005,145.045341,6 Landbury Road,BUNDOORA,WODONGA,20008,2.94859,44,1,3,0,0,0
74273,-37.884983,145.033612,193 Kambrook Road,CAULFIELD,MELTON,19942,0.9221,24,1,87,30,19,10
48818,-37.808128,145.031307,9 Queen Street,KEW,SOUTH GIPPSLAND,19904,1.55191,12,1,2,0,0,0
89142,-37.951109,145.015307,11 Pellew Street,SANDRINGHAM,PYRENEES,19948,0.94721,Not available,0,0,0,0,0
78705,-37.936798,145.17363,17 PHILLIP AVE,SPRINGVALE,GREATER BENDIGO,19913,2.26709,36,1,0,0,0,0
94941,-37.927246,145.041321,17 Mortimore Street,BENTLEIGH,HOBSONS BAY,19938,0.56428,32,1,20,15,15,10
4753,-37.852322,144.872066,10 Eliza Close,WILLIAMSTOWN NORTH,MAROONDAH,19994,1.47341,Not available,0,23,4,2,1
96029,-37.926111,145.045727,6 Hobart Street,BENTLEIGH,HOBSONS BAY,19938,0.90699,32,1,20,15,15,10
57923,-37.810704,145.148018,28 Bordeaux Avenue,BLACKBURN,GREATER GEELONG,19898,1.05734,26,1,1,2,2,1
57396,-37.831065,145.076661,7 Alta Street,CANTERBURY,MELBOURNE,19852,0.61871,19,1,23,12,8,5
66007,-37.765129,145.322013,21 Hilledge Lane,MOOROOLBARK,WEST WIMMERA,19877,2.34201,46,1,0,0,0,0
2870,-37.819522,144.882806,15 Dean Street,YARRAVILLE,MITCHELL,19996,0.74827,Not available,0,14,5,3,1
48679,-37.812883,145.026692,7 Foley Street,KEW,SOUTH GIPPSLAND,19905,1.04991,10,1,2,0,0,0
96883,-38.003889,145.260576,49 Alexander Street,HALLAM,GLEN EIRA,19885,1.7403,50,1,15,4,2,1
77641,-37.935082,145.209407,2 Lim Court,MULGRAVE,MACEDON RANGES,19890,4.57515,41,1,1,1,1,0
81758,-37.984308,145.234928,13 Peach Court,DOVETON,HINDMARSH,19888,2.29915,46,1,0,0,0,0
3949,-37.814889,144.862775,9 Richards Street,YARRAVILLE,MITCHELL,20022,1.74085,17,1,14,5,3,1
45345,-37.710674,145.097168,6 Shaylor Court,GREENSBOROUGH,GLEN EIRA,19984,1.17824,42,1,15,4,2,1
50018,-37.764591,145.089737,2/3 Bourke Street,BULLEEN,MARIBYRNONG,19935,2.69014,34,1,22,7,5,3
62986,-37.829652,145.257337,5 Louis Street,HEATHMONT,HORSHAM,19871,1.13351,37,1,0,0,0,0
8210,-37.755261,144.778246,19 Pinewood Crescent,CAIRNLEA,YARRA RANGES,20002,2.24129,28,1,5,3,2,1
3123,-37.821311,144.883685,22 Stone Street,YARRAVILLE,MITCHELL,19996,0.8194,Not available,0,14,5,3,1
56866,-37.854542,145.099808,7 Morton Road,BURWOOD,MARIBYRNONG,19849,1.72817,25,1,22,7,5,3
80107,-38.002182,145.158798,30 Donnici Drive,KEYSBOROUGH,KINGSTON,19889,3.92121,42,1,13,4,2,1
33984,-37.701691,145.024734,17 Dumbarton Street,RESERVOIR,EAST GIPPSLAND,20008,1.36293,44,1,1,0,0,0
19822,-37.670561,144.906779,7 Nyora Court,WESTMEADOWS,LODDON,20030,1.79196,32,1,0,0,0,0
17074,-37.711907,144.934588,33 Farview Street,GLENROY,WYNDHAM,20033,1.33302,26,1,99,45,34,20
58412,-37.825376,145.169517,1 Joyce Street,NUNAWADING,STONNINGTON,19899,0.71108,28,1,19,4,3,1
41687,-37.744531,145.07917,160 Beverley Road,ROSANNA,EAST GIPPSLAND,19936,1.16159,36,1,1,0,0,0
91488,-37.981251,145.03682,28 Hotham Street,BEAUMARIS,TOWONG,19866,2.25045,40,1,0,0,0,0
21625,-37.774569,144.948826,9 Grantham Street,BRUNSWICK WEST,MARIBYRNONG,19970,0.79824,13,1,22,7,5,3
65083,-37.796928,145.309813,10 Terrigal Crescent,KILSYTH,SURF COAST,19877,1.37475,46,1,1,0,0,0
12972,-37.705365,144.750858,31 Timele Drive,HILLSIDE,GREATER DANDENONG,20000,2.10751,34,1,36,10,6,3
15154,-37.737625,144.908142,25A Windsor Avenue,STRATHMORE,KNOX,20036,1.55152,19,1,23,5,3,2
17750,-37.706409,144.905206,81 Outlook Drive,GLENROY,WYNDHAM,20032,1.07845,28,1,99,45,34,20
48026,-37.805787,145.038866,19 Ridgeway Avenue,KEW,SOUTH GIPPSLAND,19904,1.75844,12,1,2,0,0,0
20629,-37.766605,144.966156,17 Bennie Street,BRUNSWICK,MARIBYRNONG,19968,0.59127,16,1,22,7,5,3
58057,-37.814556,145.158432,37 Larch Street,BLACKBURN,GREATER GEELONG,19898,0.96171,26,1,1,2,2,1
83051,-37.884468,145.250972,16 Valetta Crescent,KNOXFIELD,SOUTHERN GRAMPIANS,19868,3.90252,46,1,0,0,0,0
74156,-37.913601,145.281708,3 Tarago Court,LYSTERFIELD,BALLARAT,19867,3.25149,49,1,2,1,1,0
47481,-37.716401,145.15861,7/93 Arthur Street,ELTHAM,FRANKSTON,19987,1.0016,52,1,3,3,2,1
20469,-37.765331,144.958572,13 Percy Street,BRUNSWICK,MARIBYRNONG,19968,0.28054,16,1,22,7,5,3
58188,-37.810235,145.143079,5 Selwyn Street,BLACKBURN,GREATER GEELONG,19897,1.19232,27,1,1,2,2,1
48975,-37.81451,145.061635,12 Peverill Street,DEEPDENE,BULOKE,19853,1.3668,15,1,0,0,0,0
71375,-37.862656,145.219232,3 Benwerrin Drive,WANTIRNA,CENTRAL GOLDFIELDS,19871,4.42293,37,1,0,0,0,0
73253,-37.865743,145.298869,206 Forest Road,BORONIA,TOWONG,19869,1.40255,44,1,0,0,0,0
65851,-37.768966,145.320662,166a Hayrick Lane,MOOROOLBARK,WEST WIMMERA,19877,1.90127,46,1,0,0,0,0
48751,-37.80711,145.040207,8 Kent Street,KEW,SOUTH GIPPSLAND,19904,1.63217,12,1,2,0,0,0
64401,-37.79735,145.265784,4 Ainslie Park Avenue,CROYDON,CARDINIA,19878,1.32034,42,1,25,10,5,3
24254,-37.699349,144.973002,27 Tyson Street,FAWKNER,MONASH,19961,1.25308,30,1,16,5,3,2
70922,-37.888526,145.100152,9 Moroney Drive,CHADSTONE,MELTON,19917,1.67972,26,1,87,30,19,10
84513,-37.869625,144.992516,41 Marlborough Street,BALACLAVA,DAREBIN,19956,0.08886,Not available,0,41,22,15,8
18636,-37.684949,144.919973,3 Railway Crescent,BROADMEADOWS,WODONGA,20030,0.21384,32,1,3,0,0,0
57356,-37.829935,145.08252,54 Wattle Valley Road,CANTERBURY,MELBOURNE,19893,0.61726,20,1,23,12,8,5
40483,-37.687951,145.059776,37 Tasman Drive,BUNDOORA,WODONGA,19984,3.32174,42,1,3,0,0,0
45334,-37.696663,145.124242,6 Nulgarrah Crescent,GREENSBOROUGH,GLEN EIRA,19985,1.62582,46,1,15,4,2,1
62334,-37.824661,145.226044,8 Yarmouth Street,RINGWOOD,MACEDON RANGES,19902,1.01004,34,1,1,1,1,0
5853,-37.784183,144.853808,7 Lily Street,BRAYBROOK,HUME,20022,1.85995,17,1,332,227,156,80
94465,-37.913599,145.046388,1 Hall Street,MCKINNON,HORSHAM,19940,0.79926,28,1,0,0,0,0
78297,-37.917065,145.159409,674 Springvale Road,MULGRAVE,MACEDON RANGES,19914,2.99216,33,1,1,1,1,0
61139,-37.832455,145.226827,10/330 - 336 Canterbury Road,RINGWOOD,MACEDON RANGES,19871,1.62517,37,1,1,1,1,0
76557,-37.918123,145.122975,13 Murray Street,CLAYTON,HINDMARSH,19915,0.76099,31,1,0,0,0,0
45545,-37.684692,145.104834,87 Corowa Crescent,GREENSBOROUGH,GLEN EIRA,19985,2.16518,46,1,15,4,2,1
38807,-37.772883,145.046172,3/43 Marshall Street,IVANHOE,BASS COAST,19933,0.44858,30,1,0,0,0,0
64177,-37.80142,145.297348,3 Kauri Court,CROYDON,CARDINIA,19878,1.61688,42,1,25,10,5,3
19370,-37.664271,144.93484,22 WESTMERE CRESCENT,COOLAROO,COLAC-OTWAY,44817,0.85534,35,1,1,0,0,0
31414,-37.757492,145.005081,67 Rossmoyne Street,THORNBURY,LATROBE,20014,0.63405,31,1,2,2,1,0
86980,-37.898031,144.993976,65 North Road,BRIGHTON,HUME,19953,0.90759,Not available,0,332,227,156,80
89653,-37.951016,145.012063,71 Sandringham Road,SANDRINGHAM,PYRENEES,19948,0.66289,Not available,0,0,0,0,0
48019,-37.795243,145.031249,180 Princess Street,KEW,SOUTH GIPPSLAND,19931,1.87562,28,1,2,0,0,0
89957,-37.962057,145.043643,13  Erskine Avenue,CHELTENHAM,YARRA RANGES,19866,1.08581,40,1,5,3,2,1
15075,-37.742286,144.92264,2 Columban Avenue,STRATHMORE,KNOX,20035,0.43648,21,1,23,5,3,2
67407,-37.771232,145.363208,384 Swansea Road,LILYDALE,FRANKSTON,19876,2.21809,51,1,3,3,2,1
24332,-37.719138,144.969377,32 Queens Parade,FAWKNER,MONASH,19963,0.73762,27,1,16,5,3,2
40592,-37.693012,145.043611,4 Virginia Crescent,BUNDOORA,WODONGA,20008,2.8023,44,1,3,0,0,0
7525,-37.728984,144.825794,49 Rowan Drive,KEALBA,BASS COAST,20001,2.82246,31,1,0,0,0,0
60114,-37.815361,145.198834,575 Whitehorse Road,MITCHAM,PORT PHILLIP,19900,0.6715,31,1,25,9,5,3
61927,-37.806464,145.234543,4 Lister Court,RINGWOOD,MACEDON RANGES,19902,1.1578,34,1,1,1,1,0
32139,-37.738651,145.008499,191 Murray Road,PRESTON,BOROONDARA,20012,0.70225,35,1,12,3,2,1
31219,-37.758795,145.003072,39 Raleigh Street,THORNBURY,LATROBE,20014,0.5749,31,1,2,2,1,0
61587,-37.819752,145.224521,23 Arlington Street,RINGWOOD,MACEDON RANGES,19902,0.58147,34,1,1,1,1,0
94080,-38.074629,145.12598,1/27 Stanley,CARRUM,QUEENSCLIFFE,19858,0.31349,58,1,0,0,0,0
68724,-37.856741,145.039055,10  Euston Street,MALVERN,BAW BAW,19911,0.85415,Not available,0,3,0,0,0
63403,-37.79879,145.277084,11 Lemnos Street,CROYDON,CARDINIA,19878,0.48458,42,1,25,10,5,3
81648,-37.991941,145.245321,10 Karo Court,DOVETON,HINDMARSH,19888,3.13052,46,1,0,0,0,0
79008,-37.958495,145.161726,36 Gunther Avenue,SPRINGVALE,GREATER BENDIGO,19891,0.24169,38,1,0,0,0,0
7898,-37.776318,144.80028,52 Verdant Avenue,ARDEER,SWAN HILL,20004,2.15405,23,1,1,0,0,0
18300,-37.689177,144.911576,17 Emu Parade,JACANA,ALPINE,20031,0.76225,30,1,0,0,0,0
65685,-37.789287,145.323407,11 Sheldon Avenue,MOOROOLBARK,WEST WIMMERA,19877,1.09199,46,1,0,0,0,0
84540,-37.877676,144.990299,1 Moore Street,ELWOOD,MORELAND,19955,0.47647,Not available,0,111,55,48,25
25463,-37.579624,144.938222,15 Berrima Close,CRAIGIEBURN,YARRA RANGES,40221,2.51105,41,1,5,3,2,1
2086,-37.820479,144.842863,28 Cypress Avenue,BROOKLYN,WANGARATTA,20022,2.95012,17,1,0,0,0,0
8857,-37.882624,144.759192,132A Seabrook Boulevard,SEABROOK,MACEDON RANGES,46468,1.75572,Not available,0,1,1,1,0
75828,-37.898785,145.080056,17 Skipton Road,HUGHESDALE,BASS COAST,19918,0.48379,24,1,0,0,0,0
77094,-37.937107,145.098935,126 Clarinda Road,CLARINDA,BULOKE,19915,2.34721,31,1,0,0,0,0
68641,-37.854576,145.025493,7 Tower Court,ARMADALE,BRIMBANK,19945,0.58092,16,1,77,36,21,12
24407,-37.707473,144.965018,42 Edward Street,FAWKNER,MONASH,19962,0.88789,28,1,16,5,3,2
44424,-37.684756,145.106648,179 Plenty River Drive,GREENSBOROUGH,GLEN EIRA,19985,2.14171,46,1,15,4,2,1
14184,-37.760239,144.893103,28 Allan Street,ABERFELDIE,MITCHELL,20037,2.08625,16,1,14,5,3,1
18384,-37.667641,144.921524,2 Greta Court,BROADMEADOWS,WODONGA,44817,0.83993,35,1,3,0,0,0
1015,-37.80098,144.890214,42 Buckingham Street,FOOTSCRAY,WHITTLESEA,20024,0.20261,13,1,152,72,45,23
28139,-37.797222,144.981806,178 Kerr Street,FITZROY,NILLUMBIK,19975,1.13297,18,1,4,2,1,1
68141,-37.844905,145.00846,55 Fairbairn Road,TOORAK,MANNINGHAM,19947,0.55648,12,1,11,7,4,2
10153,-37.781979,144.928406,17 Farnham Street,FLEMINGTON,WHITTLESEA,20040,0.59757,10,1,152,72,45,23
67578,-37.750123,145.34285,55A Beresford Road,LILYDALE,FRANKSTON,19876,0.73731,51,1,3,3,2,1
85739,-37.879753,145.000749,55 Gordon Street,ELSTERNWICK,MORELAND,19954,0.55675,Not available,0,111,55,48,25
18678,-37.684589,144.914612,31 JOHNSTONE STREET,JACANA,ALPINE,20030,0.47278,32,1,0,0,0,0
8251,-37.765187,144.787568,20 Chesterfield Road,CAIRNLEA,YARRA RANGES,20003,2.11669,26,1,5,3,2,1
39364,-37.681606,145.050369,10 Cranberry Place,BUNDOORA,WODONGA,20007,3.18267,46,1,3,0,0,0
12155,-37.709656,144.778674,11 Albertine Crescent,SYDENHAM,HEPBURN,20000,1.02843,34,1,-1,0,0,0
35001,-37.704341,144.993969,45 Wilson Boulevard,RESERVOIR,EAST GIPPSLAND,20009,1.42536,41,1,1,0,0,0
31074,-37.760484,144.998254,29 Shaftesbury Parade,THORNBURY,LATROBE,20015,0.4162,29,1,2,2,1,0
57427,-37.817284,145.072937,85 Mont Albert Road,CANTERBURY,MELBOURNE,19892,1.04544,18,1,23,12,8,5
55830,-37.844198,145.077482,6 Kalang Road,CAMBERWELL,MELBOURNE,19850,0.17065,23,1,23,12,8,5
65508,-37.805589,145.308404,9 Brompton Court,KILSYTH,SURF COAST,19877,2.34643,46,1,1,0,0,0
97070,-38.016753,145.280782,86 Hinrichsen Drive,HALLAM,GLEN EIRA,19885,0.97138,50,1,15,4,2,1
19883,-37.776622,144.941502,12 Sauvage Street,PARKVILLE,MURRINDINDI,19970,1.07782,13,1,0,0,0,0
47865,-37.799424,145.022245,13 Redmond Street,KEW,SOUTH GIPPSLAND,19930,2.30289,26,1,2,0,0,0
72449,-37.846283,145.252045,5 Susan Street,BAYSWATER,INDIGO,19870,1.5026,41,1,-1,0,0,0
82676,-37.906517,145.271423,235 Karoo Road,ROWVILLE,BALLARAT,19868,3.46618,46,1,2,1,1,0
60238,-37.828563,145.193909,70 Rosstrevor Crescent,MITCHAM,PORT PHILLIP,19900,1.18701,31,1,25,9,5,3
78442,-37.922834,145.188092,9 Lansdowne Circuit,MULGRAVE,MACEDON RANGES,19913,4.25044,36,1,1,1,1,0
87038,-37.900617,144.990499,7 Rothesay Avenue,BRIGHTON,HUME,19952,1.16475,Not available,0,332,227,156,80
59514,-37.824848,145.206631,18 Somers Street,MITCHAM,PORT PHILLIP,19901,0.85563,32,1,25,9,5,3
34672,-37.730556,145.033905,31 Seston Street,RESERVOIR,EAST GIPPSLAND,20011,2.75142,37,1,1,0,0,0
72896,-37.863708,145.255463,12 Russell Crescent,BORONIA,TOWONG,19869,2.56754,44,1,0,0,0,0
72898,-37.852461,145.288479,12 Stewart Street,BORONIA,TOWONG,19869,0.95953,44,1,0,0,0,0
86861,-37.916891,144.995563,51 Burrows Street,BRIGHTON,HUME,19951,0.20595,Not available,0,332,227,156,80
7180,-37.73375,144.822095,11 Calverton Road,KEALBA,BASS COAST,20002,2.30124,28,1,0,0,0,0
71461,-37.843018,145.231812,34 Selkirk Avenue,WANTIRNA,CENTRAL GOLDFIELDS,19871,1.98273,37,1,0,0,0,0
72762,-37.849579,145.286778,1/354 Dorset Road,BORONIA,TOWONG,19869,1.22847,44,1,0,0,0,0
81140,-37.996977,145.208279,3/31 Canberra Avenue,DANDENONG,CARDINIA,19888,0.79048,46,1,25,10,5,3
19950,-37.779853,144.941718,30 Parkville Avenue,PARKVILLE,MURRINDINDI,19970,0.943,13,1,0,0,0,0
12355,-37.700572,144.74474,15 David Circuit,HILLSIDE,GREATER DANDENONG,20000,2.59376,34,1,36,10,6,3
85793,-37.890315,145.007304,68 Shoobra Road,ELSTERNWICK,MORELAND,19953,0.76176,Not available,0,111,55,48,25
94722,-37.927853,145.031723,12a Gordon Street,BENTLEIGH,HOBSONS BAY,19938,0.44589,32,1,20,15,15,10
78992,-37.961639,145.160049,34 Peter Street,SPRINGVALE,GREATER BENDIGO,19891,0.62137,38,1,0,0,0,0
16513,-37.697882,144.938255,138 Morell Street,GLENROY,WYNDHAM,19961,1.84258,30,1,99,45,34,20
58953,-37.814103,145.181026,4 Maria Avenue,NUNAWADING,STONNINGTON,19899,0.90253,28,1,19,4,3,1
82061,-37.991803,145.235584,3 Blossom Drive,DOVETON,HINDMARSH,19888,2.27776,46,1,0,0,0,0
5917,-37.791176,144.848129,93 South Road,BRAYBROOK,HUME,20021,1.37343,20,1,332,227,156,80
4867,-37.865916,144.821765,123 Railway Street North,ALTONA,BRIMBANK,19926,0.7059,Not available,0,77,36,21,12
54640,-37.817753,145.038629,6 Hull Street,HAWTHORN,YARRA,19904,0.45607,12,1,15,8,5,3
17856,-37.698485,144.924815,90 Widford Street,GLENROY,WYNDHAM,20031,0.87343,30,1,99,45,34,20
19539,-37.672281,144.910639,11 Dobies Court,WESTMEADOWS,LODDON,20030,1.43597,32,1,0,0,0,0
96712,-38.005002,145.270911,29 Regal Avenue,HALLAM,GLEN EIRA,19885,1.42148,50,1,15,4,2,1
12366,-37.722689,144.77245,15 Lemco Walk,DELAHEY,BULOKE,20001,2.01278,31,1,0,0,0,0
20187,-37.793976,144.973007,43 Neill Street,CARLTON,STRATHBOGIE,19843,1.90112,2,1,0,0,0,0
43692,-37.704765,145.08465,3 Dunn Street,WATSONIA,MANNINGHAM,19984,0.6935,42,1,11,7,4,2
55543,-37.8376,145.078531,33 Glyndon Road,CAMBERWELL,MELBOURNE,19851,0.75362,21,1,23,12,8,5
74172,-37.912577,145.273612,49 Bellfield Drive,LYSTERFIELD,BALLARAT,19867,3.71288,49,1,2,1,1,0
50024,-37.768596,145.099611,2/6 Flinders Street,BULLEEN,MARIBYRNONG,19935,3.65781,34,1,22,7,5,3
66933,-37.743317,145.345413,11 Rimfire Court,LILYDALE,FRANKSTON,19876,1.37316,51,1,3,3,2,1
63322,-37.784554,145.282104,10 Ann Street,CROYDON,CARDINIA,19878,1.21874,42,1,25,10,5,3
58550,-37.829194,145.186869,123 Rooks Road,NUNAWADING,STONNINGTON,19900,1.32338,31,1,19,4,3,1
20862,-37.776901,144.957527,240 Brunswick Road,BRUNSWICK,MARIBYRNONG,19969,0.23739,15,1,22,7,5,3
10658,-37.785022,144.924317,53 Illawarra Road,FLEMINGTON,WHITTLESEA,20040,0.48378,10,1,152,72,45,23
13082,-37.710287,144.78052,4 Felicia Way,SYDENHAM,HEPBURN,20000,1.16235,34,1,-1,0,0,0
6526,-37.787716,144.84515,27 Lowe Cr.,SUNSHINE,KNOX,20021,1.08343,20,1,23,5,3,2
36346,-37.668569,145.030063,28 Delmare Street,LALOR,KINGSTON,20006,1.17371,48,1,13,4,2,1
33517,-37.723071,144.995188,10 Kinsale Street,RESERVOIR,EAST GIPPSLAND,20011,0.89342,37,1,1,0,0,0
57646,-37.828077,145.157696,14 Naughton Grove,BLACKBURN,GREATER GEELONG,19898,1.11831,26,1,1,2,2,1
14959,-37.741657,144.930222,11 Talbot Road,STRATHMORE,KNOX,20035,0.33434,21,1,23,5,3,2
65715,-37.765735,145.330954,12 Oakbank Court,MOOROOLBARK,WEST WIMMERA,19876,1.86228,51,1,0,0,0,0
487,-37.795101,144.887708,19 Adelaide Street,FOOTSCRAY,WHITTLESEA,20023,0.77559,15,1,152,72,45,23
26394,-37.589122,144.930864,3 Rosewood Place,CRAIGIEBURN,YARRA RANGES,40221,1.78999,41,1,5,3,2,1
10708,-37.788341,144.927132,6 Calwell Street,KENSINGTON,SOUTH GIPPSLAND,20040,0.19776,10,1,2,0,0,0
82903,-37.901693,145.272334,8 Stephenson Court,ROWVILLE,BALLARAT,19868,3.00121,46,1,2,1,1,0
55709,-37.838089,145.075597,46 Cooloongatta Road,CAMBERWELL,MELBOURNE,19851,0.53559,21,1,23,12,8,5
89706,-37.946303,145.008947,9 Francis Street,SANDRINGHAM,PYRENEES,19948,0.59091,Not available,0,0,0,0,0
10534,-37.796454,144.934116,41 Chelmsford Street,KENSINGTON,SOUTH GIPPSLAND,19972,0.303,9,1,2,0,0,0
17881,-37.698338,144.925899,94 Paget Avenue,GLENROY,WYNDHAM,20031,0.95437,30,1,99,45,34,20
51628,-37.781622,145.104083,7 Rhonda Street,DONCASTER,MORELAND,19896,4.21022,25,1,111,55,48,25
51634,-37.780521,145.13102,70 Council Street,DONCASTER,MORELAND,20042,4.38987,22,1,111,55,48,25
95228,-37.906755,145.041279,23 Carlyon Street,ORMOND,MOIRA,19941,0.42069,27,1,0,0,0,0
67797,-37.758239,145.340958,"Unit 1, 9 Clyde Street",LILYDALE,FRANKSTON,19876,0.66697,51,1,3,3,2,1
32820,-37.742661,145.009888,46 South Street,PRESTON,BOROONDARA,20013,0.91558,33,1,12,3,2,1
57278,-37.816154,145.064284,37 Mont Albert Road,CANTERBURY,MELBOURNE,19892,1.13736,18,1,23,12,8,5
4761,-37.85472,144.819765,1 Charles Road,ALTONA,BRIMBANK,19925,1.28658,Not available,0,77,36,21,12
32181,-37.748074,145.001724,2 Esther Street,PRESTON,BOROONDARA,20013,0.31183,33,1,12,3,2,1
38576,-37.764032,145.049209,12 Studley Road,IVANHOE,BASS COAST,19934,0.41952,33,1,0,0,0,0
53188,-37.825028,144.995933,39 Clifton Street,RICHMOND,EAST GIPPSLAND,19907,0.18233,Not available,0,1,0,0,0
53066,-37.811752,144.993774,33 Shelley Street,RICHMOND,EAST GIPPSLAND,19977,0.18781,15,1,1,0,0,0
4011,-37.847066,144.863933,1/10 Blenheim Road,NEWPORT,MANSFIELD,19994,1.79529,Not available,0,0,0,0,0
16542,-37.708034,144.936404,14 Stella Street,GLENROY,WYNDHAM,20033,1.71365,26,1,99,45,34,20
3371,-37.816841,144.863098,32 Stanger Street,YARRAVILLE,MITCHELL,20022,1.95814,17,1,14,5,3,1
29427,-37.766218,144.989917,140 Bent Street,NORTHCOTE,MURRINDINDI,20016,0.62236,28,1,0,0,0,0
57594,-37.823689,145.16473,125 Central Road,BLACKBURN,GREATER GEELONG,19899,0.95729,28,1,1,2,2,1
95028,-37.905786,145.035334,19 Queen Street,ORMOND,MOIRA,19941,0.47265,27,1,0,0,0,0
13837,-37.756016,144.920671,14 Nicholson Street,ESSENDON,NILLUMBIK,20037,0.39371,16,1,4,2,1,1
90722,-37.962086,145.071518,45 Herald Street,CHELTENHAM,YARRA RANGES,19866,1.57276,40,1,5,3,2,1
51462,-37.791462,145.127699,48 Clay Drive,DONCASTER,MORELAND,20042,3.13895,22,1,111,55,48,25
42610,-37.75166,145.076363,8 Louise Street,HEIDELBERG,MONASH,19936,1.32861,36,1,16,5,3,2
21783,-37.745994,144.955314,105 Shaftsbury Street,COBURG,MOONEE VALLEY,19965,0.81465,23,1,41,18,12,6
34226,-37.714973,145.019841,2/7 Evans Crescent,RESERVOIR,EAST GIPPSLAND,20010,1.15097,40,1,1,0,0,0
32806,-37.745423,144.996354,44B Penola Street,PRESTON,BOROONDARA,20013,0.33494,33,1,12,3,2,1
6630,-37.795574,144.831148,33 Couch Street,SUNSHINE,KNOX,20021,0.79806,20,1,23,5,3,2
